Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price
International,4/1/2023,102,235878,CUN,El Paso International Airport,3687,ELP,3907,1118,8:25 AM,190,4,FALSE,1229,2,1:35 PM,4/1/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,167,878,12,Cancun International Airport,53,El Paso,8539
International,4/1/2023,95,238881,ELP,Cancun International Airport,3687,CUN,3129,1366,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,4/1/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,164,881,14,El Paso International Airport,55,Cancun,11770
International,4/1/2023,101,232884,YYZ,El Paso International Airport,4347,ELP,3653,1000,8:25 AM,219,4,FALSE,1449,2,2:04 PM,4/1/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,167,884,14,Toronto Pearson International Airport,52,El Paso,8132
International,4/1/2023,101,235887,ELP,Toronto Pearson International Airport,4347,YYZ,5909,1055,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,4/1/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,170,887,12,El Paso International Airport,57,Toronto,10917
International,4/2/2023,93,238890,CDG,El Paso International Airport,13986,ELP,4472,1384,8:25 AM,639,12,FALSE,4662,8,3:04 AM,4/1/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,155,890,9,Paris Charles de Gaulle Airport,53,El Paso,8518
International,4/1/2023,101,232893,ELP,Paris Charles de Gaulle Airport,13986,CDG,4142,1307,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,4/1/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,155,893,14,El Paso International Airport,40,Paris,8643
International,4/2/2023,87,235896,HND,El Paso International Airport,15966,ELP,4726,1137,8:25 AM,725,14,FALSE,5322,16,12:30 PM,4/1/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,152,896,12,Tokyo Haneda Airport,53,El Paso,4164
International,4/1/2023,103,238899,ELP,Tokyo Haneda Airport,15966,HND,4002,836,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,4/1/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,165,899,15,El Paso International Airport,47,Tokyo,6405
Domestic,4/2/2023,100,232902,DFW,El Paso International Airport,1102,ELP,891,229,8:25 AM,94,0,FALSE,551,1,10:59 AM,4/2/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,166,902,9,Dallas/Ft. Worth International Airport,57,El Paso,3095
Domestic,4/2/2023,85,235905,ELP,Dallas/Ft. Worth International Airport,1102,DFW,883,311,8:25 AM,94,0,TRUE,551,-1,8:59 AM,4/2/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,155,905,11,El Paso International Airport,59,Dallas,1624
Domestic,4/2/2023,89,238908,LAX,El Paso International Airport,1428,ELP,986,387,8:25 AM,113,0,FALSE,714,-1,9:18 AM,4/2/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,151,908,8,Los Angeles International Airport,54,El Paso,3298
Domestic,4/2/2023,93,232911,ELP,Los Angeles International Airport,1428,LAX,936,517,8:25 AM,113,0,TRUE,714,1,11:18 AM,4/2/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,163,911,11,El Paso International Airport,59,Los Angeles,2839
Domestic,4/2/2023,97,235914,ORD,El Paso International Airport,2470,ELP,1012,292,8:25 AM,176,0,FALSE,1235,1,12:21 PM,4/2/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,157,914,10,Chicago International Airport,50,El Paso,2683
Domestic,4/2/2023,94,238917,ELP,Chicago International Airport,2470,ORD,611,194,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,4/2/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,147,917,8,El Paso International Airport,45,Chicago,2348
Domestic,4/2/2023,97,232920,ATL,El Paso International Airport,2560,ELP,1013,306,8:25 AM,181,0,FALSE,1280,2,1:26 PM,4/2/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,158,920,13,Hartsfield-Jackson Atlanta International Airport,48,El Paso,2059
Domestic,4/2/2023,87,235923,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,936,271,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,4/2/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,143,923,15,El Paso International Airport,41,Atlanta,2943
Domestic,4/2/2023,103,238926,JFK,El Paso International Airport,3806,ELP,904,187,8:25 AM,256,0,FALSE,1903,2,2:41 PM,4/2/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,161,926,11,John F. Kennedy International Airport,47,El Paso,1356
Domestic,4/2/2023,86,232929,ELP,John F. Kennedy International Airport,3806,JFK,783,537,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,4/2/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,148,929,9,El Paso International Airport,53,New York,1548
Domestic,4/2/2023,87,235932,BOS,El Paso International Airport,4128,ELP,1106,213,8:25 AM,275,0,FALSE,2064,2,3:00 PM,4/2/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,158,932,14,Boston Logan International Airport,57,El Paso,3150
Domestic,4/2/2023,89,238935,ELP,Logan International Airport,4128,BOS,947,164,8:25 AM,275,0,TRUE,2064,2,3:00 PM,4/2/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,152,935,10,El Paso International Airport,53,Boston,1351
Domestic,4/2/2023,92,232938,LAS,El Paso International Airport,1164,ELP,1097,141,8:25 AM,97,0,FALSE,582,-1,9:02 AM,4/2/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,147,938,14,Harry Reid International Airport,41,El Paso,3404
Domestic,4/2/2023,99,235941,ELP,Harry Reid International Airport,1164,LAS,1080,407,8:25 AM,97,0,TRUE,582,1,11:02 AM,4/2/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,163,941,12,El Paso International Airport,52,Las Vegas,1868
International,4/3/2023,86,238944,LHR,El Paso International Airport,15444,ELP,3237,832,8:25 AM,645,13,FALSE,5148,7,2:10 AM,4/2/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,159,944,15,Heathrow Airport,58,El Paso,10791
International,4/2/2023,91,232947,ELP,Heathrow Airport,15444,LHR,3646,927,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,4/2/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,162,947,11,El Paso International Airport,60,London,4689
International,4/2/2023,96,235950,MEX,Abraham Gonzalez International Airport,2871,CJS,3410,1000,8:25 AM,142,3,FALSE,957,1,11:47 AM,4/2/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,156,950,9,Aeropuerto Internacional Benito Juarez,51,Juarez,7409
International,4/2/2023,102,238953,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3172,1003,8:25 AM,142,3,FALSE,957,-1,9:47 AM,4/2/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,167,953,8,Abraham Gonzalez International Airport,57,Ciudad de Mexico,8506
Domestic,4/2/2023,99,232956,LAX,Orlando International Airport,3854,ORL,739,264,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,4/2/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,154,956,13,Los Angeles International Airport,42,Orlando,1831
Domestic,4/2/2023,98,235959,ORL,Los Angeles International Airport,3854,LAX,646,368,8:25 AM,281,0,TRUE,1927,3,4:06 PM,4/2/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,161,959,9,Orlando International Airport,54,Los Angeles,1416
Domestic,4/2/2023,102,238962,LAX,Logan International Airport,4538,BOS,1083,354,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,4/2/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,171,962,12,Los Angeles International Airport,57,Boston,2424
Domestic,4/2/2023,101,232965,BOS,Los Angeles International Airport,4538,LAX,1159,145,8:25 AM,326,0,TRUE,2269,3,4:51 PM,4/2/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,160,965,9,Boston Logan International Airport,50,Los Angeles,2280
International,4/2/2023,95,235968,CUN,El Paso International Airport,3687,ELP,4345,1256,8:25 AM,190,4,FALSE,1229,2,1:35 PM,4/2/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,164,968,11,Cancun International Airport,58,El Paso,5016
International,4/2/2023,88,238971,ELP,Cancun International Airport,3687,CUN,5015,1299,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,4/2/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,157,971,14,El Paso International Airport,55,Cancun,5507
International,4/2/2023,89,232974,YYZ,El Paso International Airport,4347,ELP,4176,949,8:25 AM,219,4,FALSE,1449,2,2:04 PM,4/2/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,158,974,11,Toronto Pearson International Airport,58,El Paso,8998
International,4/2/2023,104,235977,ELP,Toronto Pearson International Airport,4347,YYZ,3662,1071,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,4/2/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,172,977,9,El Paso International Airport,59,Toronto,4018
International,4/3/2023,100,238980,CDG,El Paso International Airport,13986,ELP,4080,668,8:25 AM,639,12,FALSE,4662,8,3:04 AM,4/2/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,154,980,13,Paris Charles de Gaulle Airport,41,El Paso,7395
International,4/2/2023,101,232983,ELP,Paris Charles de Gaulle Airport,13986,CDG,3296,998,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,4/2/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,157,983,12,El Paso International Airport,44,Paris,5141
International,4/3/2023,102,235986,HND,El Paso International Airport,15966,ELP,5307,869,8:25 AM,725,14,FALSE,5322,16,12:30 PM,4/2/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,169,986,10,Tokyo Haneda Airport,57,El Paso,6485
International,4/2/2023,97,238989,ELP,Tokyo Haneda Airport,15966,HND,3303,658,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,4/2/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,149,989,11,El Paso International Airport,41,Tokyo,8136
Domestic,4/3/2023,95,232992,DFW,El Paso International Airport,1102,ELP,814,196,8:25 AM,94,0,FALSE,551,1,10:59 AM,4/3/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,170,992,14,Dallas/Ft. Worth International Airport,61,El Paso,2949
Domestic,4/3/2023,102,235995,ELP,Dallas/Ft. Worth International Airport,1102,DFW,923,431,8:25 AM,94,0,TRUE,551,-1,8:59 AM,4/3/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,169,995,10,El Paso International Airport,57,Dallas,2206
Domestic,4/3/2023,85,238998,LAX,El Paso International Airport,1428,ELP,868,393,8:25 AM,113,0,FALSE,714,-1,9:18 AM,4/3/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,147,998,8,Los Angeles International Airport,54,El Paso,2907
Domestic,4/3/2023,97,2321001,ELP,Los Angeles International Airport,1428,LAX,550,503,8:25 AM,113,0,TRUE,714,1,11:18 AM,4/3/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,168,1001,12,El Paso International Airport,59,Los Angeles,3222
Domestic,4/3/2023,102,2351004,ORD,El Paso International Airport,2470,ELP,691,476,8:25 AM,176,0,FALSE,1235,1,12:21 PM,4/3/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,170,1004,11,Chicago International Airport,57,El Paso,2001
Domestic,4/3/2023,96,2381007,ELP,Chicago International Airport,2470,ORD,971,225,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,4/3/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,166,1007,15,El Paso International Airport,55,Chicago,3208
Domestic,4/3/2023,102,2321010,ATL,El Paso International Airport,2560,ELP,819,426,8:25 AM,181,0,FALSE,1280,2,1:26 PM,4/3/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,160,1010,13,Hartsfield-Jackson Atlanta International Airport,45,El Paso,3492
Domestic,4/3/2023,97,2351013,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,654,234,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,4/3/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,151,1013,8,El Paso International Airport,46,Atlanta,3120
Domestic,4/3/2023,88,2381016,JFK,El Paso International Airport,3806,ELP,621,363,8:25 AM,256,0,FALSE,1903,2,2:41 PM,4/3/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,152,1016,11,John F. Kennedy International Airport,53,El Paso,2593
Domestic,4/3/2023,95,2321019,ELP,John F. Kennedy International Airport,3806,JFK,749,450,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,4/3/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,150,1019,12,El Paso International Airport,43,New York,2592
Domestic,4/3/2023,92,2351022,BOS,El Paso International Airport,4128,ELP,1007,153,8:25 AM,275,0,FALSE,2064,2,3:00 PM,4/3/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,150,1022,11,Boston Logan International Airport,47,El Paso,2791
Domestic,4/3/2023,91,2381025,ELP,Logan International Airport,4128,BOS,579,509,8:25 AM,275,0,TRUE,2064,2,3:00 PM,4/3/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,170,1025,15,El Paso International Airport,64,Boston,2701
Domestic,4/3/2023,103,2321028,LAS,El Paso International Airport,1164,ELP,1157,241,8:25 AM,97,0,FALSE,582,-1,9:02 AM,4/3/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,179,1028,14,Harry Reid International Airport,62,El Paso,1448
Domestic,4/3/2023,89,2351031,ELP,Harry Reid International Airport,1164,LAS,1077,215,8:25 AM,97,0,TRUE,582,1,11:02 AM,4/3/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,144,1031,14,El Paso International Airport,41,Las Vegas,3489
International,4/4/2023,91,2381034,LHR,El Paso International Airport,15444,ELP,5807,816,8:25 AM,645,13,FALSE,5148,7,2:10 AM,4/3/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,150,1034,9,Heathrow Airport,50,El Paso,4608
International,4/3/2023,89,2321037,ELP,Heathrow Airport,15444,LHR,4707,1041,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,4/3/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,144,1037,8,El Paso International Airport,47,London,11692
International,4/3/2023,99,2351040,MEX,Abraham Gonzalez International Airport,2871,CJS,4259,1070,8:25 AM,142,3,FALSE,957,1,11:47 AM,4/3/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,147,1040,8,Aeropuerto Internacional Benito Juarez,40,Juarez,9725
International,4/3/2023,97,2381043,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4753,971,8:25 AM,142,3,FALSE,957,-1,9:47 AM,4/3/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,153,1043,11,Abraham Gonzalez International Airport,45,Ciudad de Mexico,11072
Domestic,4/3/2023,97,2321046,LAX,Orlando International Airport,3854,ORL,736,480,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,4/3/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,166,1046,14,Los Angeles International Airport,55,Orlando,2403
Domestic,4/3/2023,91,2351049,ORL,Los Angeles International Airport,3854,LAX,729,413,8:25 AM,281,0,TRUE,1927,3,4:06 PM,4/3/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,146,1049,9,Orlando International Airport,46,Los Angeles,3405
Domestic,4/3/2023,96,2381052,LAX,Logan International Airport,4538,BOS,783,359,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,4/3/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,166,1052,14,Los Angeles International Airport,56,Boston,1457
Domestic,4/3/2023,89,2321055,BOS,Los Angeles International Airport,4538,LAX,646,254,8:25 AM,326,0,TRUE,2269,3,4:51 PM,4/3/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,155,1055,12,Boston Logan International Airport,54,Los Angeles,2073
International,4/3/2023,91,2351058,CUN,El Paso International Airport,3687,ELP,4303,917,8:25 AM,190,4,FALSE,1229,2,1:35 PM,4/3/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,146,1058,8,Cancun International Airport,47,El Paso,8504
International,4/3/2023,91,2381061,ELP,Cancun International Airport,3687,CUN,4731,643,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,4/3/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,163,1061,13,El Paso International Airport,59,Cancun,5070
International,4/3/2023,103,2321064,YYZ,El Paso International Airport,4347,ELP,3513,693,8:25 AM,219,4,FALSE,1449,2,2:04 PM,4/3/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,178,1064,13,Toronto Pearson International Airport,62,El Paso,7317
International,4/3/2023,95,2351067,ELP,Toronto Pearson International Airport,4347,YYZ,4251,761,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,4/3/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,164,1067,15,El Paso International Airport,54,Toronto,12470
International,4/4/2023,91,2381070,CDG,El Paso International Airport,13986,ELP,3215,1374,8:25 AM,639,12,FALSE,4662,8,3:04 AM,4/3/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,158,1070,12,Paris Charles de Gaulle Airport,55,El Paso,9150
International,4/3/2023,87,2321073,ELP,Paris Charles de Gaulle Airport,13986,CDG,5017,885,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,4/3/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,1073,8,El Paso International Airport,59,Paris,7722
International,4/4/2023,85,2351076,HND,El Paso International Airport,15966,ELP,5261,970,8:25 AM,725,14,FALSE,5322,16,12:30 PM,4/3/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,151,1076,10,Tokyo Haneda Airport,56,El Paso,12685
International,4/3/2023,93,2381079,ELP,Tokyo Haneda Airport,15966,HND,2974,1227,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,4/3/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,166,1079,9,El Paso International Airport,64,Tokyo,9195
Domestic,4/4/2023,103,2321082,DFW,El Paso International Airport,1102,ELP,590,348,8:25 AM,94,0,FALSE,551,1,10:59 AM,4/4/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,169,1082,11,Dallas/Ft. Worth International Airport,55,El Paso,2823
Domestic,4/4/2023,94,2351085,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1126,320,8:25 AM,94,0,TRUE,551,-1,8:59 AM,4/4/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,156,1085,12,El Paso International Airport,50,Dallas,3436
Domestic,4/4/2023,85,2381088,LAX,El Paso International Airport,1428,ELP,1075,522,8:25 AM,113,0,FALSE,714,-1,9:18 AM,4/4/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,159,1088,12,Los Angeles International Airport,62,El Paso,1661
Domestic,4/4/2023,97,2321091,ELP,Los Angeles International Airport,1428,LAX,684,320,8:25 AM,113,0,TRUE,714,1,11:18 AM,4/4/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,170,1091,14,El Paso International Airport,59,Los Angeles,2731
Domestic,4/4/2023,90,2351094,ORD,El Paso International Airport,2470,ELP,594,208,8:25 AM,176,0,FALSE,1235,1,12:21 PM,4/4/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,163,1094,12,Chicago International Airport,61,El Paso,1911
Domestic,4/4/2023,96,2381097,ELP,Chicago International Airport,2470,ORD,682,133,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,4/4/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,175,1097,15,El Paso International Airport,64,Chicago,2894
Domestic,4/4/2023,88,2321100,ATL,El Paso International Airport,2560,ELP,1077,459,8:25 AM,181,0,FALSE,1280,2,1:26 PM,4/4/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,164,1100,15,Hartsfield-Jackson Atlanta International Airport,61,El Paso,2029
Domestic,4/4/2023,91,2351103,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,900,457,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,4/4/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,167,1103,15,El Paso International Airport,61,Atlanta,3125
Domestic,4/4/2023,101,2381106,JFK,El Paso International Airport,3806,ELP,572,544,8:25 AM,256,0,FALSE,1903,2,2:41 PM,4/4/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,159,1106,14,John F. Kennedy International Airport,44,El Paso,2284
Domestic,4/4/2023,86,2321109,ELP,John F. Kennedy International Airport,3806,JFK,658,531,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,4/4/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,155,1109,12,El Paso International Airport,57,New York,2942
